Nº Ordem Compra;Seq.;Cód Serviço;DESCRIÇÃO PRODUTO OU SERVIÇO;Categoria do Serviço;Complemento da Descrição;Quantidade Pedida;U.M. O.C.;Valor do Rateio;Fornecedor;Fantasia Fornecedor;Projeto;Descr. Projeto;Fase;Descr. Fase;Conta Financeira;Conta Contábil;Usuário Comprador;Setor;Emissão;Consta na base de NF;Lançamentos NF na base (OC+item);Valor Rateio total (OC+item);Valor NF na base (OC+item);Diferença NF - Rateio (OC+item)
151693;;7780;"CHAVE DE FENDA PHILIPS Ø3/16""X6""";"CHAVE DE FENDA PHILIPS Ø3/16""X6""";;;;;;;;;;;;;;;;NF sem pedido;1;;8,05;
151693;;8058;CHAVE COMBINADA 25 MM GEDORE;CHAVE COMBINADA 25 MM GEDORE;;;;;;;;;;;;;;;;NF sem pedido;2;;60,36;
151693;;8107;CHAVE COMBINADA 38;CHAVE COMBINADA 38;;;;;;;;;;;;;;;;NF sem pedido;2;;219,12;
151694;;40647;PA LUMINOR MARINA 40 AUT ACO CROCO AZUL;PA LUMINOR MARINA 40 AUT ACO CROCO AZUL;;;;;;;;;;;;;;;;NF sem pedido;1;;40000,0;
151695;;0391;MANUTENCAO PREDIAL;MANUTENCAO PREDIAL;;;;;;;;;;;;;;;;NF sem pedido;1;;6800,0;
151696;;16185;"ESPATULA  4""  INOX";"ESPATULA  4""  INOX";;;;;;;;;;;;;;;;NF sem pedido;1;;294,3;
151696;;17038;CHAVE CANHAO 10MM  MAGNETICA  ( CUPITA 10 MM );CHAVE CANHAO 10MM  MAGNETICA  ( CUPITA 10 MM );;;;;;;;;;;;;;;;NF sem pedido;2;;40,98;
151696;;17301;CHAVE CANHAO 12MM;CHAVE CANHAO 12MM;;;;;;;;;;;;;;;;NF sem pedido;2;;46,12;
151696;;17469;CHAVE CANHAO 7;CHAVE CANHAO 7;;;;;;;;;;;;;;;;NF sem pedido;2;;34,7;
151696;;17470;CHAVE CANHAO 8;CHAVE CANHAO 8;;;;;;;;;;;;;;;;NF sem pedido;2;;35,88;
151696;;20097;CHAVE CANHAO 6MM;CHAVE CANHAO 6MM;;;;;;;;;;;;;;;;NF sem pedido;2;;33,56;
151696;;20807;CHAVE CANHAO 13MM GEDORE;CHAVE CANHAO 13MM GEDORE;;;;;;;;;;;;;;;;NF sem pedido;2;;51,4;
151696;;20808;CHAVE CANHAO 11MM GEDORE;CHAVE CANHÃO 11MM GEDORE;;;;;;;;;;;;;;;;NF sem pedido;2;;47,42;
151696;;26686;"POLITRIZ ANG 7"" GPO14CE 220V 1400W 3000RPM BOSCH";"POLITRIZ ANG 7"" GPO14CE 220V 1400W 3000RPM BOSCH";;;;;;;;;;;;;;;;NF sem pedido;1;;1150,0;
151696;;27016;"EXTENSAO P/SOQUETE 1""X8"" 2190 GEDORE";"EXTENSAO P/SOQUETE 1""X8"" 2190 GEDORE";;;;;;;;;;;;;;;;NF sem pedido;2;;490,86;
151696;;2881;FITA CREPE 50MM X 50 MTS;FITA CREPE 50MM X 50 MTS;;;;;;;;;;;;;;;;NF sem pedido;1;;449,5;
151696;;3245;CHAVE COMBINADA 27 MM;CHAVE COMBINADA 27 MM;;;;;;;;;;;;;;;;NF sem pedido;2;;178,96;
151696;;3247;"CHAVE DE GRIFO 18""  MARCA RIDGI";"CHAVE DE GRIFO 18""  MARCA RIDGI";;;;;;;;;;;;;;;;NF sem pedido;1;;779,6;
151696;;3251;"ALICATE UNIVERSAL 8""";"ALICATE UNIVERSAL 8""";;;;;;;;;;;;;;;;NF sem pedido;2;;69,8;
151696;;3258;CHAVE COMBINADA 20 MM GEDORE;CHAVE COMBINADA 20 MM GEDORE;;;;;;;;;;;;;;;;NF sem pedido;2;;45,56;
151696;;3259;CHAVE COMBINADA 21 MM;CHAVE COMBINADA 21 MM;;;;;;;;;;;;;;;;NF sem pedido;2;;56,42;
151696;;3384;"CHAVE DE GRIFO 24""";"CHAVE DE GRIFO 24""";;;;;;;;;;;;;;;;NF sem pedido;1;;1182,6;
151696;;34761;MARRETA 2 KG C/ CABO DE FIBRA;MARRETA 2 KG C/ CABO DE FIBRA;;;;;;;;;;;;;;;;NF sem pedido;1;;640,1;
151696;;3620;CHAVE COMBINADA 18 MM;CHAVE COMBINADA 18 MM;;;;;;;;;;;;;;;;NF sem pedido;2;;41,12;
151696;;4970;"ENXADA 2.1/2"" C/CABO";"ENXADA 2.1/2"" C/CABO";;;;;;;;;;;;;;;;NF sem pedido;1;;756,0;
151696;;505;"DISCO DESBASTE BDA-640 Ø7""1X1/4""X7/8"" NORTON ACO";"DISCO DESBASTE BDA-640 Ø7""1X1/4""X7/8"" NORTON ACO";;;;;;;;;;;;;;;;NF sem pedido;1;;2160,0;
151696;;5787;CHAVE SACA FILTRO CORRENTE 400MM LUB-18;CHAVE SACA FILTRO CORRENTE 400MM LUB-18;;;;;;;;;;;;;;;;NF sem pedido;2;;287,06;
151696;;7663;CHAVE COMBINADA 12 MM GEDORE;CHAVE COMBINADA 12 MM GEDORE;;;;;;;;;;;;;;;;NF sem pedido;2;;25,18;
151697;;40702;VALVULA DE RETENCAO CKCBXCN;VALVULA DE RETENCAO CKCBXCN;;;;;;;;;;;;;;;;NF sem pedido;1;;938,0;
151698;;40559;"VALVULA ESFERA Ø1/2"" C/ TRAVA P/ CADEADO";"VALVULA ESFERA Ø1/2"" C/ TRAVA P/ CADEADO";;;;;;;;;;;;;;;;NF sem pedido;1;;810,0;
151699;;1146;LAMINA SERRA RS1218  HSS18T BIMENTAL STARRET;LAMINA SERRA RS1218  HSS18T BIMENTAL STARRET;;;;;;;;;;;;;;;;NF sem pedido;1;;1059,0;
151699;;12030;JOGO CHAVE SOQUETE 1/4 4-13 MM C/25 PC;JOGO CHAVE SOQUETE 1/4 4-13 MM C/25 PC;;;;;;;;;;;;;;;;NF sem pedido;2;;775,23;
151699;;15832;"CHAVE DE FENDA PHILIPS 1/4 X 8""";"CHAVE DE FENDA PHILIPS 1/4 X 8""";;;;;;;;;;;;;;;;NF sem pedido;2;;21,9;
151699;;17074;ESTILETE GRANDE 18MM EMBORRACHADO;ESTILETE GRANDE 18MM EMBORRACHADO;;;;;;;;;;;;;;;;NF sem pedido;2;;18,56;
151699;;20714;"CHAVE PHILIPS 1/4""X8""";"CHAVE PHILIPS 1/4""X8""";;;;;;;;;;;;;;;;NF sem pedido;2;;31,14;
151699;;2695;TRENA STARRET C/5MTS FITA;TRENA STARRET C/5MTS FITA;;;;;;;;;;;;;;;;NF sem pedido;2;;34,16;
151699;;3496;"ESPATULA 2"" INOX";"ESPATULA 2"" INOX";;;;;;;;;;;;;;;;NF sem pedido;1;;262,5;
151699;;4796;FITA DUPLA FACE VHB INCOLOR 19MM X 10 MTS;FITA DUPLA FACE VHB INCOLOR 19MM X 10 MTS;;;;;;;;;;;;;;;;NF sem pedido;1;;736,9;
151699;;4833;MARTELO DE BOLA - 1/2 KG;MARTELO DE BOLA - 1/2 KG;;;;;;;;;;;;;;;;NF sem pedido;2;;112,28;
151699;;50;LIXA FERRO 221T GR80 225X275MM NORTON;LIXA FERRO 221T GR80 225X275MM NORTON;;;;;;;;;;;;;;;;NF sem pedido;1;;530,0;
151699;;512;DISCO DE DESBASTE BDA-50 Ø4.1/2X3/16X7/8 DEWALT;DISCO DE DESBASTE BDA-50 Ø4.1/2X3/16X7/8 DEWALT;;;;;;;;;;;;;;;;NF sem pedido;1;;1016,0;
151699;;513;DISCO CORTE 115X1,0X22,23 DEWALT84401P/ ACO E INOX;DISCO CORTE 115X1,0X22,23 DEWALT84401P/ ACO E INOX;;;;;;;;;;;;;;;;NF sem pedido;1;;1269,0;
151699;;6486;LIXA FERRO K246 GR220 225X275MM NORTON;LIXA FERRO K246 GR220 225X275MM NORTON;;;;;;;;;;;;;;;;NF sem pedido;1;;244,0;
151699;;8264;PENEIRA AREIA Ø55 CM. ACO GALVANIZADO;PENEIRA AREIA Ø55 CM. ACO GALVANIZADO;;;;;;;;;;;;;;;;NF sem pedido;1;;190,9;
151699;;8556;ALICATE CORTE DIAG.MOD.SUECO 091813 REF.8314-140;ALICATE CORTE DIAG.MOD.SUECO 091813 REF.8314-140;;;;;;;;;;;;;;;;NF sem pedido;2;;308,66;
151702;;27986;"DISCO CORTE NORTON BNA 12 Ø115"" X 1,6 X 22,23";"DISCO CORTE NORTON BNA 12 Ø115"" X 1,6 X 22,23";;;;;;;;;;;;;;;;NF sem pedido;1;;1725,0;
151702;;37263;DISCO FLAP NORTON 40 180X22,23;DISCO FLAP NORTON 40 180X22,23;;;;;;;;;;;;;;;;NF sem pedido;1;;1950,0;
151702;;37264;DISCO FLAP NORTON 40 115X22,23;DISCO FLAP NORTON 40 115X22,23;;;;;;;;;;;;;;;;NF sem pedido;1;;900,0;
151703;;19889;EIXO DA VALVULA DA BOIA CONF. DESENHO;EIXO DA VALVULA DA BOIA CONF. DESENHO;;;;;;;;;;;;;;;;NF sem pedido;1;;1625,0;
151704;;11285;"VIGA ""U"" 4"" X 6000 MM 1ª ALMA";"VIGA ""U"" 4"" X 6000 MM 1ª ALMA";;;;;;;;;;;;;;;;NF sem pedido;1;;2557,5;
151704;;40041;"BARRA CHATA 1020 4"" X 1/8"" X 6000MM";"BARRA CHATA 1020 4"" X 1/8"" X 6000MM";;;;;;;;;;;;;;;;NF sem pedido;1;;1809,0;
151704;;40658;"BARRA QUADRADA 7/8"" X 6000MM ACO 1045";"BARRA QUADRADA 7/8"" X 6000MM ACO 1045";;;;;;;;;;;;;;;;NF sem pedido;1;;244,95;
151705;;0053;CAMINHAO TRUCADO;CAMINHAO TRUCADO;;;;;;;;;;;;;;;;NF sem pedido;2;;7880,0;
151706;;0051;CARRETA EXTENSIVA;CARRETA EXTENSIVA;;;;;;;;;;;;;;;;NF sem pedido;1;;12500,0;
151710;;3014;RET Ø65XØ80X8MM LATONADO;RET Ø65XØ80X8MM LATONADO;;;;;;;;;;;;;;;;NF sem pedido;1;;325,0;
151711;;12012;ESPIRAL PROTECAO MANG PRETA REF MP55;ESPIRAL PROTECAO MANG PRETA REF MP55;;;;;;;;;;;;;;;;NF sem pedido;1;;2100,0;
151711;;13676;"ESPIRAL PROT. MANG 1"" MP-120(AMARELO)";"ESPIRAL PROT. MANG 1"" MP-120(AMARELO)";;;;;;;;;;;;;;;;NF sem pedido;1;;400,0;
151711;;13677;"ESPIRAL PROT. MANG 1.1/4"" MP-125(AMARELO)";"ESPIRAL PROT. MANG 1.1/4"" MP-125(AMARELO)";;;;;;;;;;;;;;;;NF sem pedido;1;;500,0;
151711;;13678;"ESPIRAL PROT. MANG 1.1/2"" MP-150(AMARELO)";"ESPIRAL PROT. MANG 1.1/2"" MP-150(AMARELO)";;;;;;;;;;;;;;;;NF sem pedido;1;;800,0;
151711;;13679;"ESPIRAL PROT. MANG 2"" MP-175(AMARELO)";"ESPIRAL PROT. MANG 2"" MP-175(AMARELO)";;;;;;;;;;;;;;;;NF sem pedido;1;;660,0;
151711;;13680;"ESPIRAL PROT. MANG 2.1/2"" MP-200(AMARELO)";"ESPIRAL PROT. MANG 2.1/2"" MP-200(AMARELO)";;;;;;;;;;;;;;;;NF sem pedido;1;;1530,0;
151712;;0014;MANUTENCAO GERAL;MANUTENÇÃO GERAL;;;;;;;;;;;;;;;;NF sem pedido;1;;7980,0;
151714;;19008;TINTA PRETO PU CADILLAC C/3,6L LINHA PROFISSIONAL;TINTA PRETO PU CADILLAC C/3,6L LINHA PROFISSIONAL;;;;;;;;;;;;;;;;NF sem pedido;1;;264,0;
151714;;20940B;TINTA PU NASON VERMELHO RUBI ( 3,0L );TINTA PU NASON VERMELHO RUBI ( 3,0L );;;;;;;;;;;;;;;;NF sem pedido;1;;797,03;
151714;;22222;ZARCAO CINZA 3,6LT;ZARCAO CINZA 3,6LT;;;;;;;;;;;;;;;;NF sem pedido;1;;239,8;
151714;;35615;ROLO ESPUMA 9CM 1341 TIGRE;ROLO ESPUMA 9CM 1341 TIGRE;;;;;;;;;;;;;;;;NF sem pedido;1;;108,0;
151714;;35616;ROLO ESPUMA 15 CM 1341;ROLO ESPUMA 15 CM 1341;;;;;;;;;;;;;;;;NF sem pedido;1;;143,0;
151714;;35790;ESM BRANCO SOLVENTE 3,6 ULTRA;ESM BRANCO SOLVENTE 3,6 ULTRA;;;;;;;;;;;;;;;;NF sem pedido;1;;523,8;
151714;;35793;THINNER 5 L 5000;THINNER 5 L 5000;;;;;;;;;;;;;;;;NF sem pedido;1;;399,5;
151714;;39014;TINTA ESMALTE AMARELO CARTEPILLAR 3,6L;TINTA ESMALTE AMARELO CARTEPILLAR 3,6L;;;;;;;;;;;;;;;;NF sem pedido;2;;2267,26;
151714;;451;TINTA ALUM ALTA TEMP 600ºC C/3 6;TINTA ALUM ALTA TEMP 600ºC C/3 6;;;;;;;;;;;;;;;;NF sem pedido;1;;297,9;
151714;;500;ROLO ESPUMA 50MM REF-1341;ROLO ESPUMA 50MM REF-1341;;;;;;;;;;;;;;;;NF sem pedido;1;;80,0;
151714;;6607;"TRINCHA 1.1/2"" TIGRE";"TRINCHA 1.1/2"" TIGRE";;;;;;;;;;;;;;;;NF sem pedido;1;;100,0;
151716;;22341;ARRUELA DO EIXO DA BOIA HIDOVACUO;ARRUELA DO EIXO DA BOIA HIDOVACUO;;;;;;;;;;;;;;;;NF sem pedido;1;;1000,0;
151716;;22342;ARRUELA DO EIXO DA BOIA C/REBAIXO HIDROVACUO;ARRUELA DO EIXO DA BOIA C/REBAIXO HIDROVACUO;;;;;;;;;;;;;;;;NF sem pedido;1;;650,0;
151719;;0043;PRESTACAO DE SERVICO;PRESTAÇÃO DE SERVIÇO;;;;;;;;;;;;;;;;NF sem pedido;1;;3575,0;
151720;;31895;LUVA PU PRETA TATIL VOLK C A 30916 - G;LUVA PU PRETA TATIL VOLK C A 30916 - G;;;;;;;;;;;;;;;;NF sem pedido;1;;285,0;
151720;;54;LUVA DE RASPA PUNHO 20 PROTEC CA 19894;LUVA DE RASPA PUNHO 20 PROTEC CA 19894;;;;;;;;;;;;;;;;NF sem pedido;1;;210,0;
151721;;26093;PNEU 185/60 R15;PNEU 185/60 R15;;;;;;;;;;;;;;;;NF sem pedido;1;;2320,0;
151724;;7278;ONU 1072  OXIGENIO, COMPRIMIDO  CL2.2;ONU 1072  OXIGENIO, COMPRIMIDO  CL2.2;;;;;;;;;;;;;;;;NF sem pedido;1;;150,0;
151725;;0550;TAXA DE LOCACOES;TAXA DE LOCACOES;;;;;;;;;;;;;;;;NF sem pedido;1;;16080,0;
151726;;39968;REGULADOR DE VOLTAGEM 24V IK5993;REGULADOR DE VOLTAGEM 24V IK5993;;;;;;;;;;;;;;;;NF sem pedido;1;;232,92;
151727;;0001;CONSERTO;CONSERTO;;;;;;;;;;;;;;;;NF sem pedido;3;;1016,4000000000001;
151728;;25953;FI-BOX PRCD 220-240V EMBAL;FI-BOX PRCD 220-240V EMBAL;;;;;;;;;;;;;;;;NF sem pedido;1;;646,18;
151728;;25957;ROTOR 220-240V CPL;ROTOR 220-240V CPL;;;;;;;;;;;;;;;;NF sem pedido;1;;1568,7;
151728;;25959;RETENTOR DO EIXO 40X72X7;RETENTOR DO EIXO 40X72X7;;;;;;;;;;;;;;;;NF sem pedido;1;;28,05;
151728;;27089;RETENTOR DO EIXO CPL;RETENTOR DO EIXO CPL;;;;;;;;;;;;;;;;NF sem pedido;1;;105,17;
151728;;37897;ESCOVA CARVAO 220-240V SERVICE EMBAL;ESCOVA CARVAO 220-240V SERVICE EMBAL;;;;;;;;;;;;;;;;NF sem pedido;1;;140,13;
151728;;39156;FL-BOX SEAL 10 KIT;FL-BOX SEAL 10 KIT;;;;;;;;;;;;;;;;NF sem pedido;1;;112,42;
151729;;40704;FILT DONALDSON P171619;FILT DONALDSON P171619;;;;;;;;;;;;;;;;NF sem pedido;1;;1245,0;
151729;;40705;FILT FLEETGUARD LF9070;FILT FLEETGUARD LF9070;;;;;;;;;;;;;;;;NF sem pedido;2;;885,0;
151729;;40706;FILT FLEETGUARD WF2127;FILT FLEETGUARD WF2127;;;;;;;;;;;;;;;;NF sem pedido;1;;510,0;
151729;;40707;FILT FLEETGUARD FS1041;FILT FLEETGUARD FS1041;;;;;;;;;;;;;;;;NF sem pedido;1;;858,0;
151730;;0001;CONSERTO;CONSERTO;;;;;;;;;;;;;;;;NF sem pedido;3;;8500,0;
151731;;40716;ESTRUTURA PORTA PALLETS 2,4 X 11;ESTRUTURA PORTA PALLETS 2,4 X 11;;;;;;;;;;;;;;;;NF sem pedido;1;;16400,0;
151732;;15468;BROCA VIDEA 6;BROCA VIDEA 6;;;;;;;;;;;;;;;;NF sem pedido;1;;16,0;
151732;;15535;SOQUETE;SOQUETE;;;;;;;;;;;;;;;;NF sem pedido;1;;20,0;
151732;;19968;PINO DE ENGATE 1/4 X 1/4 M.;PINO DE ENGATE 1/4 X 1/4 M.;;;;;;;;;;;;;;;;NF sem pedido;1;;150,0;
151732;;2274;ARALDITE 10 MINUTOS;ARALDITE 10 MINUTOS;;;;;;;;;;;;;;;;NF sem pedido;1;;52,0;
151732;;33761;BITS PHS/FENDA 2X65;BITS PHS/FENDA 2X65;;;;;;;;;;;;;;;;NF sem pedido;1;;18,0;
151732;;39555;ANEL ELASTICO E160;ANEL ELASTICO E160;;;;;;;;;;;;;;;;NF sem pedido;1;;15,0;
151732;;40017;"PARAF SEXT 3/8X3.1/2"" UNF 8.8";"PARAF SEXT 3/8X3.1/2"" UNF 8.8";;;;;;;;;;;;;;;;NF sem pedido;1;;6,3;
151732;;40018;"PARAF SEXT 1/4X5/8"" UNF 8.8";"PARAF SEXT 1/4X5/8"" UNF 8.8";;;;;;;;;;;;;;;;NF sem pedido;2;;5,85;
151732;;40020;"PARAF SEXT 5/16X3.1/4"" UNF 8.8";"PARAF SEXT 5/16X3.1/4"" UNF 8.8";;;;;;;;;;;;;;;;NF sem pedido;2;;17,5;
151732;;4796;FITA DUPLA FACE VHB INCOLOR 19MM X 10 MTS;FITA DUPLA FACE VHB INCOLOR 19MM X 10 MTS;;;;;;;;;;;;;;;;NF sem pedido;1;;153,0;
151732;;865;PARAF CC SEXT M16X40 ACO 8.8;PARAF CC SEXT M16X40 AÇO 8.8;;;;;;;;;;;;;;;;NF sem pedido;1;;108,0;
151732;;9400;PARAF CC SEXT 5/16 X5/8 UNC ROSC TOTAL;PARAF CC SEXT 5/16 X5/8 UNC ROSC TOTAL;;;;;;;;;;;;;;;;NF sem pedido;1;;3,0;
151732;;975;PARAF CC SEXT 3/4X2 UNF;PARAF CC SEXT 3/4X2 UNF;;;;;;;;;;;;;;;;NF sem pedido;1;;8,4;
151734;;14274;ANEL DE VEDACAO;ANEL DE VEDACAO;;;;;;;;;;;;;;;;NF sem pedido;2;;117,72;
151734;;15217;RETENTOR;RETENTOR;;;;;;;;;;;;;;;;NF sem pedido;1;;19,93;
151734;;21931;ANEL VEDACAO;ANEL VEDACAO;;;;;;;;;;;;;;;;NF sem pedido;1;;10,6;
151734;;24565;CAPA MANG 1/4;CAPA MANG 1/4;;;;;;;;;;;;;;;;NF sem pedido;1;;30,53;
151734;;29493;PROTETOR - 15;PROTETOR - 15;;;;;;;;;;;;;;;;NF sem pedido;1;;110,48;
151734;;30026;"BIELA BOMBA Ø17""";"BIELA BOMBA Ø17""";;;;;;;;;;;;;;;;NF sem pedido;1;;32,73;
151734;;32299;CABO MANGA 6 VIAS;CABO MANGA 6 VIAS;;;;;;;;;;;;;;;;NF sem pedido;1;;35,65;
151734;;36697;ANEL O-RING VITON 70 SHORE 202,87 X 2,62;ANEL O-RING VITON 70 SHORE 202,87 X 2,62;;;;;;;;;;;;;;;;NF sem pedido;1;;31,23;
151734;;37898;UNIAO;UNIAO;;;;;;;;;;;;;;;;NF sem pedido;1;;36,1;
151736;;0052;CARRETA CARGA SECA;CARRETA CARGA SECA;;;;;;;;;;;;;;;;NF sem pedido;2;;2400,0;
151738;;32872;ADESIVO;ADESIVO;;;;;;;;;;;;;;;;NF sem pedido;1;;90,0;
151739;;23141;DISCO TACOGRAFO 7 DIAS;DISCO TACOGRAFO 7 DIAS;;;;;;;;;;;;;;;;NF sem pedido;1;;420,0;
151740;;40697;TERM. FIO ENCAIXE COMUM 1,5MM;TERM. FIO ENCAIXE COMUM 1,5MM;;;;;;;;;;;;;;;;NF sem pedido;1;;1,5;
151740;;40698;CABO PP 3X1,00;CABO PP 3X1,00;;;;;;;;;;;;;;;;NF sem pedido;1;;74,4;
151740;;40700;CONEX. INSTALACAO BUZINA;CONEX. INSTALACAO BUZINA;;;;;;;;;;;;;;;;NF sem pedido;1;;80,0;
151740;;40701;INT 2 POS MINI RET 2/3 TERM;INT 2 POS MINI RET 2/3 TERM;;;;;;;;;;;;;;;;NF sem pedido;1;;18,24;
151741;;1841;RET Ø70X90X7,0 RS-R2 VITON  731391BN VB;RET Ø70X90X7,0 RS-R2 VITON  731391BN VB;;;;;;;;;;;;;;;;NF sem pedido;1;;750,0;
151742;;0033;PRESTACAO DE SERVICO EM VEICULOS;PRESTACAO DE SERVICO EM VEICULOS;;;;;;;;;;;;;;;;NF sem pedido;1;;235,0;
151743;;32872;ADESIVO;ADESIVO;;;;;;;;;;;;;;;;NF sem pedido;1;;90,0;
151744;;0142;LICENCAS DE SOFTWARE;LICENCAS DE SOFTWARE;;;;;;;;;;;;;;;;NF sem pedido;1;;500,4;
151745;;0142;LICENCAS DE SOFTWARE;LICENCAS DE SOFTWARE;;;;;;;;;;;;;;;;NF sem pedido;1;;489,34;
151746;;0142;LICENCAS DE SOFTWARE;LICENCAS DE SOFTWARE;;;;;;;;;;;;;;;;NF sem pedido;1;;526,33;
151748;;0142;LICENCAS DE SOFTWARE;LICENCAS DE SOFTWARE;;;;;;;;;;;;;;;;NF sem pedido;1;;553,03;
151749;;0142;LICENCAS DE SOFTWARE;LICENCAS DE SOFTWARE;;;;;;;;;;;;;;;;NF sem pedido;1;;473,36;
151752;;40693;DEFLETOR DA COLUNA VV VM 2014/ DIR.;DEFLETOR DA COLUNA VV VM 2014/ DIR.;;;;;;;;;;;;;;;;NF sem pedido;1;;262,0;
151752;;40694;DEFLETOR DA COLUNA VV VM 2014/ ESQ.;DEFLETOR DA COLUNA VV VM 2014/ ESQ.;;;;;;;;;;;;;;;;NF sem pedido;1;;262,0;
151752;;40695;EMBLEMA TRANSVERSAL GRADE VOLVO;EMBLEMA TRANSVERSAL GRADE VOLVO;;;;;;;;;;;;;;;;NF sem pedido;1;;173,6;
151752;;40696;PARALAMA RANDON 2009 ESQ. (MEIO);PARALAMA RANDON 2009 ESQ. (MEIO);;;;;;;;;;;;;;;;NF sem pedido;1;;185,0;
151753;;26185;THINNER LINHA PROFISSIONAL SOLVENTE C/18 LTS;THINNER LINHA PROFISSIONAL SOLVENTE C/18 LTS;;;;;;;;;;;;;;;;NF sem pedido;1;;2158,31;
151754;;28610;VALVULA RET PILOTADA 80LPM 3/4 UNF;VALVULA RET PILOTADA 80LPM 3/4 UNF;;;;;;;;;;;;;;;;NF sem pedido;1;;2300,0;
151755;;0391;MANUTENCAO PREDIAL;MANUTENCAO PREDIAL;;;;;;;;;;;;;;;;NF sem pedido;1;;410,0;
151756;;7278;ONU 1072  OXIGENIO, COMPRIMIDO  CL2.2;ONU 1072  OXIGENIO, COMPRIMIDO  CL2.2;;;;;;;;;;;;;;;;NF sem pedido;1;;150,0;
151757;;11152;GAXETA U Ø200X225X13,5X14,6 G14031 POLIURET.VEDATE;GAXETA U Ø200X225X13,5X14,6 G14031 POLIURET.VEDATE;;;;;;;;;;;;;;;;NF sem pedido;1;;1075,0;
151759;;10854;FILTRO DE COMBUSTIVEL;FILTRO DE COMBUSTIVEL;;;;;;;;;;;;;;;;NF sem pedido;1;;300,0;
151759;;22801;OLEO HIDRAL SHELL TELLUS 68 SHELL GRANEL;OLEO HIDRAL SHELL TELLUS 68 SHELL GRANEL;;;;;;;;;;;;;;;;NF sem pedido;2;;2400,0;
151759;;32783;COPO DE ACRILICO DO FILTRO VOX FBS 2/255;COPO DE ACRILICO DO FILTRO VOX FBS 2/255;;;;;;;;;;;;;;;;NF sem pedido;1;;100,0;
151764;;36441;CAMISA AZUL ROYAL MANGA LONGA COM REFLETIVO TAM -;CAMISA AZUL ROYAL MANGA LONGA COM REFLETIVO TAM -;;;;;;;;;;;;;;;;NF sem pedido;1;;1259,1;
151764;;36640;CAMISA NR 10 AZUL ROYAL TAM M;CAMISA NR 10 AZUL ROYAL TAM M;;;;;;;;;;;;;;;;NF sem pedido;1;;419,7;
151766;;15824;MANGUEIRA MONTADA R13-32*PJ0032-32*PJ0032-32*15000;MANGUEIRA MONTADA R13-32*PJ0032-32*PJ0032-32*15000;;;;;;;;;;;;;;;;NF sem pedido;1;;6202,93;
151767;;34782;CHAPA POLICARBONATO CRISTAL 1800X1800X6MM;CHAPA POLICARBONATO CRISTAL 1800X1800X6MM;;;;;;;;;;;;;;;;NF sem pedido;1;;602,97;
151768;;40711;EIXO SEM LUVA BOMBA PRINCIPAL 39;EIXO SEM LUVA BOMBA PRINCIPAL 39;;;;;;;;;;;;;;;;NF sem pedido;1;;248,0;
151768;;40712;FLANGE BOMBA HIDRAULICA MF65R MF;FLANGE BOMBA HIDRAULICA MF65R MF;;;;;;;;;;;;;;;;NF sem pedido;1;;238,0;
151768;;40713;BUCHA DA FLANGE 1ª LINHA;BUCHA DA FLANGE 1ª LINHA;;;;;;;;;;;;;;;;NF sem pedido;1;;99,52;
151768;;40714;PARAF SEXTAVADO ACO;PARAF SEXTAVADO ACO;;;;;;;;;;;;;;;;NF sem pedido;1;;18,0;
151768;;40715;LUVA BOMBA HIDRAULICA 13 ESTRIAS;LUVA BOMBA HIDRAULICA 13 ESTRIAS;;;;;;;;;;;;;;;;NF sem pedido;1;;81,88;
151769;;40593;"RODIZIO GRAX 62 UFS 6"" X 50 MM - 700 KG";"RODIZIO GRAX 62 UFS 6"" X 50 MM - 700 KG";;;;;;;;;;;;;;;;NF sem pedido;1;;5686,64;
151773;;15905;GAVETEIRO VOLANTE 4  GAVETAS 15MM COR CINZA RISTAL;GAVETEIRO VOLANTE 4  GAVETAS 15MM COR CINZA RISTAL;;;;;;;;;;;;;;;;NF sem pedido;1;;1198,0;
151776;;19506;TERM PRENS MANG FGR 3/8 VED BSP-BOL X 3/8;TERM PRENS MANG FGR 3/8 VED BSP-BOL X 3/8;;;;;;;;;;;;;;;;NF sem pedido;1;;98,0;
151776;;1989;ADAP RETO 1.5/16M.JICX1.5/16M.JIC FIXO ACO;ADAP RETO 1.5/16M.JICX1.5/16M.JIC FIXO ACO;;;;;;;;;;;;;;;;NF sem pedido;1;;171,0;
151776;;22173;TERMINAL FG RETO M20 X 3/8 P/TUBO 12;TERMINAL FG RETO M20 X 3/8 P/TUBO 12;;;;;;;;;;;;;;;;NF sem pedido;1;;58,0;
151776;;22435;"TERM FG  MANG. 3/8""X M18 P/TUBO 12 RETO";"TERM FG  MANG. 3/8""X M18 P/TUBO 12 RETO";;;;;;;;;;;;;;;;NF sem pedido;1;;55,0;
151776;;22436;"TERM FG MANG. 3/8"" X M18 P/TUBO 12 90°";"TERM FG MANG. 3/8"" X M18 P/TUBO 12 90°";;;;;;;;;;;;;;;;NF sem pedido;1;;78,0;
151776;;23425;"TERM PRENS MANG FG 1/4"" M16 TUBO 10 RETO X R";"TERM PRENS MANG FG 1/4"" M16 TUBO 10 RETO X R";;;;;;;;;;;;;;;;NF sem pedido;1;;106,0;
151776;;23742;TERM M16 FG T10 P/ MANG 1/4 90º;TERM M16 FG T10 P/ MANG 1/4 90º;;;;;;;;;;;;;;;;NF sem pedido;1;;145,0;
